Country;Technology;Assumptions;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Equatorial Guinea;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Greece;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Hungary;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Indonesia;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Ireland;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
India;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Iraq;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Iran;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Italy;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Japan;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Republic of Korea;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Kuwait;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Kazakhstan;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Israel;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Libya;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Morocco;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Moldova;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Myanmar;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Mexico;Onshore;baseline;1496,342367;1462,906795;1433,831737;1408,170506;1385,249221;1364,572017;1345,763947;1328,53497;1312,656357;1297,944705;1284,250826;1263,323492;1248,781674;1234,839657;1221,554541;1209,150043;1196,985489;1185,171634;1174,867325;1164,243343;1153,430814;1145,042829;1137,272853;1129,766074;1124,432206;1101,981291;1092,787056;1084,07349;1075,796133;1067,91628;1060,400039
Malaysia;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Nigeria;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Netherlands;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Norway;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Oman;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Peru;Onshore;baseline;1496,342367;1462,906795;1433,831737;1408,170506;1385,249221;1364,572017;1345,763947;1328,53497;1312,656357;1297,944705;1284,250826;1263,323492;1248,781674;1234,839657;1221,554541;1209,150043;1196,985489;1185,171634;1174,867325;1164,243343;1153,430814;1145,042829;1137,272853;1129,766074;1124,432206;1101,981291;1092,787056;1084,07349;1075,796133;1067,91628;1060,400039
Pakistan;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Poland;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Portugal;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Qatar;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Romania;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Russian Federation;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Saudi Arabia;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Sweden;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Singapore;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Slovenia;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Slovakia;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Syria;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Thailand;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Turkmenistan;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Tunisia;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Turkey;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Trinidad and Tobago;Onshore;baseline;1496,342367;1462,906795;1433,831737;1408,170506;1385,249221;1364,572017;1345,763947;1328,53497;1312,656357;1297,944705;1284,250826;1263,323492;1248,781674;1234,839657;1221,554541;1209,150043;1196,985489;1185,171634;1174,867325;1164,243343;1153,430814;1145,042829;1137,272853;1129,766074;1124,432206;1101,981291;1092,787056;1084,07349;1075,796133;1067,91628;1060,400039
Taiwan;Onshore;baseline;976,8923051;955,0637759;936,0820235;919,3289996;904,3647596;890,8655752;878,586661;867,3386642;856,9722564;847,3677036;838,4276071;824,7651246;815,2714478;806,1693535;797,4961199;789,3978003;781,4561286;773,743413;767,0162091;760,0803056;753,0213083;747,5451832;742,4725273;737,5717008;734,0894662;719,4323089;713,4298203;707,7411387;702,3372376;697,1928481;692,2858442
Ukraine;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
United Kingdom;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
United Kingdom;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
United States;Onshore;baseline;1299,341706;1270,308088;1245,060901;1222,778094;1202,874507;1184,919556;1168,587658;1153,626959;1139,838842;1127,06405;1115,173036;1097,000886;1084,373567;1072,267084;1060,731018;1049,959631;1039,396599;1029,138095;1020,190398;1010,965114;1001,576107;994,2924401;987,5454185;981,0269433;976,3953042;956,9001606;948,9163903;941,3500074;934,1624044;927,3199717;920,79328
Uzbekistan;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Venezuela;Onshore;baseline;1496,342367;1462,906795;1433,831737;1408,170506;1385,249221;1364,572017;1345,763947;1328,53497;1312,656357;1297,944705;1284,250826;1263,323492;1248,781674;1234,839657;1221,554541;1209,150043;1196,985489;1185,171634;1174,867325;1164,243343;1153,430814;1145,042829;1137,272853;1129,766074;1124,432206;1101,981291;1092,787056;1084,07349;1075,796133;1067,91628;1060,400039
Yemen;Onshore;baseline;1630,636571;1594,200213;1562,515718;1534,551434;1509,573003;1487,040055;1466,543992;1447,768744;1430,465052;1414,433054;1399,510173;1376,704646;1360,857723;1345,664434;1331,187002;1317,669221;1304,412918;1291,53879;1280,309687;1268,73222;1256,949285;1247,808492;1239,341174;1231,160674;1225,3481;1200,882254;1190,862851;1181,367258;1172,347022;1163,759966;1155,569155
Croatia;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Mozambique;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Vietnam;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Philippines;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Iceland;Onshore;baseline;1317,2476;1287,813877;1262,218765;1239,628884;1219,451011;1201,248628;1184,691664;1169,524796;1155,546668;1142,59583;1130,540948;1112,118373;1099,317041;1087,043721;1075,348679;1064,428855;1053,720256;1043,320383;1034,24938;1024,896965;1015,378569;1007,994529;1001,154528;994,5462233;989,8507568;970,0869556;961,993163;954,3225097;947,0358563;940,0991297;933,4824954
Papua New Guinea;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
Cameroon;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
South Africa;Onshore;baseline;1612,69485;1576,659397;1545,323523;1517,666927;1492,963331;1470,678311;1450,407763;1431,839098;1414,725796;1398,870197;1384,11151;1361,55691;1345,88435;1330,85823;1316,540092;1303,171046;1290,060601;1277,328126;1266,222575;1254,772494;1243,119205;1234,078988;1225,704834;1217,614344;1211,865725;1187,669074;1177,759914;1168,368799;1159,447812;1150,955238;1142,85455
United Arab Emirates;Offshore_1;baseline;2542,194768;2469,042829;2408,846575;2357,894833;2313,85086;2275,152087;2240,704318;2209,712831;2181,583037;2155,859004;2132,183801;2083,912911;2043,36616;2007,753619;1975,943314;1947,246933;1921,471858;1897,413792;1875,208197;1855,055524;1835,358797;1810,730359;1787,46628;1766,242746;1748,38683;1715,348294;1696,438242;1678,942551;1662,676125;1647,487287;1633,250268
Angola;Offshore_1;baseline;2959,786769;2874,618573;2804,534221;2745,212924;2693,934095;2648,878493;2608,772183;2572,689899;2539,939383;2509,989808;2482,425612;2426,225535;2379,018398;2337,555987;2300,520381;2267,110208;2237,101207;2209,091258;2183,238075;2159,775036;2136,842839;2108,168826;2081,083287;2056,373484;2035,584477;1997,118887;1975,102588;1954,732978;1935,794557;1918,110735;1901,535081
Argentina;Offshore_1;baseline;2462,582672;2391,72158;2333,41045;2284,054327;2241,389648;2203,902777;2170,533783;2140,512835;2113,263962;2088,34551;2065,411726;2018,652501;1979,375523;1944,878235;1914,06411;1886,266394;1861,298498;1837,993842;1816,483644;1796,962077;1777,882179;1754,025012;1731,489477;1710,930585;1693,63385;1661,629959;1643,312099;1626,364308;1610,607286;1595,894106;1582,102937
Austria;Offshore_1;baseline;2784,64016;2704,511827;2638,574746;2582,763811;2534,519428;2492,13001;2454,397007;2420,449908;2389,637417;2361,46012;2335,527047;2282,652633;2238,238998;2199,230142;2164,386134;2132,953022;2104,719815;2078,367367;2054,044057;2031,969453;2010,394278;1983,417062;1957,934321;1934,68673;1915,127921;1878,938549;1858,225073;1839,060844;1821,243112;1804,605737;1789,010954
Australia;Offshore_1;baseline;2959,786769;2874,618573;2804,534221;2745,212924;2693,934095;2648,878493;2608,772183;2572,689899;2539,939383;2509,989808;2482,425612;2426,225535;2379,018398;2337,555987;2300,520381;2267,110208;2237,101207;2209,091258;2183,238075;2159,775036;2136,842839;2108,168826;2081,083287;2056,373484;2035,584477;1997,118887;1975,102588;1954,732978;1935,794557;1918,110735;1901,535081
Azerbaijan;Offshore_1;baseline;2959,786769;2874,618573;2804,534221;2745,212924;2693,934095;2648,878493;2608,772183;2572,689899;2539,939383;2509,989808;2482,425612;2426,225535;2379,018398;2337,555987;2300,520381;2267,110208;2237,101207;2209,091258;2183,238075;2159,775036;2136,842839;2108,168826;2081,083287;2056,373484;2035,584477;1997,118887;1975,102588;1954,732978;1935,794557;1918,110735;1901,535081
Estonia;Offshore_1;baseline;2784,64016;2704,511827;2638,574746;2582,763811;2534,519428;2492,13001;2454,397007;2420,449908;2389,637417;2361,46012;2335,527047;2282,652633;2238,238998;2199,230142;2164,386134;2132,953022;2104,719815;2078,367367;2054,044057;2031,969453;2010,394278;1983,417062;1957,934321;1934,68673;1915,127921;1878,938549;1858,225073;1839,060844;1821,243112;1804,605737;1789,010954
Bangladesh;Offshore_1;baseline;2542,194768;2469,042829;2408,846575;2357,894833;2313,85086;2275,152087;2240,704318;2209,712831;2181,583037;2155,859004;2132,183801;2083,912911;2043,36616;2007,753619;1975,943314;1947,246933;1921,471858;1897,413792;1875,208197;1855,055524;1835,358797;1810,730359;1787,46628;1766,242746;1748,38683;1715,348294;1696,438242;1678,942551;1662,676125;1647,487287;1633,250268
Belgium;Offshore_1;baseline;2784,64016;2704,511827;2638,574746;2582,763811;2534,519428;2492,13001;2454,397007;2420,449908;2389,637417;2361,46012;2335,527047;2282,652633;2238,238998;2199,230142;2164,386134;2132,953022;2104,719815;2078,367367;2054,044057;2031,969453;2010,394278;1983,417062;1957,934321;1934,68673;1915,127921;1878,938549;1858,225073;1839,060844;1821,243112;1804,605737;1789,010954
Bulgaria;Offshore_1;baseline;2784,64016;2704,511827;2638,574746;2582,763811;2534,519428;2492,13001;2454,397007;2420,449908;2389,637417;2361,46012;2335,527047;2282,652633;2238,238998;2199,230142;2164,386134;2132,953022;2104,719815;2078,367367;2054,044057;2031,969453;2010,394278;1983,417062;1957,934321;1934,68673;1915,127921;1878,938549;1858,225073;1839,060844;1821,243112;1804,605737;1789,010954
Bahrain;Offshore_1;baseline;2542,194768;2469,042829;2408,846575;2357,894833;2313,85086;2275,152087;2240,704318;2209,712831;2181,583037;2155,859004;2132,183801;2083,912911;2043,36616;2007,753619;1975,943314;1947,246933;1921,471858;1897,413792;1875,208197;1855,055524;1835,358797;1810,730359;1787,46628;1766,242746;1748,38683;1715,348294;1696,438242;1678,942551;1662,676125;1647,487287;1633,250268
