Country;Technology;Assumptions;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Myanmar;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Mexico;Offshore_2;baseline;3430,081606;3331,380624;3250,160229;3181,413084;3121,986315;3069,77161;3023,292614;2981,477042;2943,522638;2908,81423;2876,870226;2811,740247;2757,032139;2708,981564;2666,061193;2627,342316;2592,565039;2560,104454;2530,143334;2502,952138;2476,376134;2443,145969;2411,756678;2383,120613;2359,028341;2314,450768;2288,936192;2265,329956;2243,382318;2222,888628;2203,679188
Malaysia;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Nigeria;Offshore_2;baseline;4122,627137;4003,99808;3906,379003;3823,751567;3752,326324;3689,569287;3633,706018;3583,447736;3537,830204;3496,114046;3457,720435;3379,440485;3313,686618;3255,934463;3204,348318;3157,811963;3116,013032;3076,998541;3040,988166;3008,306972;2976,365179;2936,425727;2898,698827;2864,281041;2835,324454;2781,746512;2751,080454;2722,708036;2696,329093;2671,697654;2648,609761
Netherlands;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Norway;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Oman;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Peru;Offshore_2;baseline;3430,081606;3331,380624;3250,160229;3181,413084;3121,986315;3069,77161;3023,292614;2981,477042;2943,522638;2908,81423;2876,870226;2811,740247;2757,032139;2708,981564;2666,061193;2627,342316;2592,565039;2560,104454;2530,143334;2502,952138;2476,376134;2443,145969;2411,756678;2383,120613;2359,028341;2314,450768;2288,936192;2265,329956;2243,382318;2222,888628;2203,679188
Pakistan;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Poland;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Portugal;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Qatar;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Romania;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Russian Federation;Offshore_2;baseline;4122,627137;4003,99808;3906,379003;3823,751567;3752,326324;3689,569287;3633,706018;3583,447736;3537,830204;3496,114046;3457,720435;3379,440485;3313,686618;3255,934463;3204,348318;3157,811963;3116,013032;3076,998541;3040,988166;3008,306972;2976,365179;2936,425727;2898,698827;2864,281041;2835,324454;2781,746512;2751,080454;2722,708036;2696,329093;2671,697654;2648,609761
Saudi Arabia;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Sweden;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Singapore;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Slovenia;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Slovakia;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Syria;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Thailand;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Turkmenistan;Offshore_2;baseline;4122,627137;4003,99808;3906,379003;3823,751567;3752,326324;3689,569287;3633,706018;3583,447736;3537,830204;3496,114046;3457,720435;3379,440485;3313,686618;3255,934463;3204,348318;3157,811963;3116,013032;3076,998541;3040,988166;3008,306972;2976,365179;2936,425727;2898,698827;2864,281041;2835,324454;2781,746512;2751,080454;2722,708036;2696,329093;2671,697654;2648,609761
Tunisia;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Turkey;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Trinidad and Tobago;Offshore_2;baseline;3430,081606;3331,380624;3250,160229;3181,413084;3121,986315;3069,77161;3023,292614;2981,477042;2943,522638;2908,81423;2876,870226;2811,740247;2757,032139;2708,981564;2666,061193;2627,342316;2592,565039;2560,104454;2530,143334;2502,952138;2476,376134;2443,145969;2411,756678;2383,120613;2359,028341;2314,450768;2288,936192;2265,329956;2243,382318;2222,888628;2203,679188
Taiwan;Offshore_2;baseline;3117,637731;3027,927356;2954,105274;2891,620261;2837,606637;2790,148135;2747,90288;2709,896262;2675,399099;2643,852257;2614,818011;2555,620679;2505,895897;2462,222217;2423,211434;2388,019434;2356,409997;2326,906225;2299,674244;2274,959876;2250,804663;2220,601411;2192,07135;2166,043726;2144,146002;2103,628971;2080,438501;2058,982542;2039,0341;2020,407166;2002,947501
Ukraine;Offshore_2;baseline;4122,627137;4003,99808;3906,379003;3823,751567;3752,326324;3689,569287;3633,706018;3583,447736;3537,830204;3496,114046;3457,720435;3379,440485;3313,686618;3255,934463;3204,348318;3157,811963;3116,013032;3076,998541;3040,988166;3008,306972;2976,365179;2936,425727;2898,698827;2864,281041;2835,324454;2781,746512;2751,080454;2722,708036;2696,329093;2671,697654;2648,609761
United Kingdom;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
United Kingdom;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
United States;Offshore_2;baseline;3900,846983;3788,599674;3696,232096;3618,049672;3550,46681;3491,08584;3438,227782;3390,673185;3347,509686;3308,037684;3271,70949;3197,640674;3135,424091;3080,778762;3031,967736;2987,934843;2948,38452;2911,468846;2877,395679;2846,472597;2816,24914;2778,458263;2742,760913;2710,194661;2682,795817;2632,100146;2603,083793;2576,237694;2551,277827;2527,971457;2506,125596
Uzbekistan;Offshore_2;baseline;4122,627137;4003,99808;3906,379003;3823,751567;3752,326324;3689,569287;3633,706018;3583,447736;3537,830204;3496,114046;3457,720435;3379,440485;3313,686618;3255,934463;3204,348318;3157,811963;3116,013032;3076,998541;3040,988166;3008,306972;2976,365179;2936,425727;2898,698827;2864,281041;2835,324454;2781,746512;2751,080454;2722,708036;2696,329093;2671,697654;2648,609761
Venezuela;Offshore_2;baseline;3430,081606;3331,380624;3250,160229;3181,413084;3121,986315;3069,77161;3023,292614;2981,477042;2943,522638;2908,81423;2876,870226;2811,740247;2757,032139;2708,981564;2666,061193;2627,342316;2592,565039;2560,104454;2530,143334;2502,952138;2476,376134;2443,145969;2411,756678;2383,120613;2359,028341;2314,450768;2288,936192;2265,329956;2243,382318;2222,888628;2203,679188
Yemen;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Croatia;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Mozambique;Offshore_2;baseline;4122,627137;4003,99808;3906,379003;3823,751567;3752,326324;3689,569287;3633,706018;3583,447736;3537,830204;3496,114046;3457,720435;3379,440485;3313,686618;3255,934463;3204,348318;3157,811963;3116,013032;3076,998541;3040,988166;3008,306972;2976,365179;2936,425727;2898,698827;2864,281041;2835,324454;2781,746512;2751,080454;2722,708036;2696,329093;2671,697654;2648,609761
Vietnam;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Philippines;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Iceland;Offshore_2;baseline;3878,668967;3767,059833;3675,217406;3597,479483;3530,280858;3471,237495;3418,679958;3371,39573;3328,477635;3289,230048;3253,108395;3179,460693;3117,597838;3063,263191;3014,729677;2970,947131;2931,621669;2894,915877;2861,03643;2830,28916;2800,237536;2762,661517;2727,167122;2694,786023;2667,542954;2617,135509;2588,284127;2561,590659;2536,772701;2513,598838;2491,87718
Papua New Guinea;Offshore_2;baseline;3540,971683;3439,079826;3355,233683;3284,264032;3222,916072;3169,013334;3121,031732;3077,864317;3038,682897;3002,852411;2969,875699;2902,640152;2846,163402;2796,559415;2752,251484;2712,280876;2676,379295;2642,869302;2611,939577;2583,869326;2556,434154;2522,129701;2489,725634;2460,163803;2435,292659;2389,273951;2362,934522;2338,565128;2315,907951;2294,751726;2274,92127
Cameroon;Offshore_2;baseline;4122,627137;4003,99808;3906,379003;3823,751567;3752,326324;3689,569287;3633,706018;3583,447736;3537,830204;3496,114046;3457,720435;3379,440485;3313,686618;3255,934463;3204,348318;3157,811963;3116,013032;3076,998541;3040,988166;3008,306972;2976,365179;2936,425727;2898,698827;2864,281041;2835,324454;2781,746512;2751,080454;2722,708036;2696,329093;2671,697654;2648,609761
South Africa;Offshore_2;baseline;4122,627137;4003,99808;3906,379003;3823,751567;3752,326324;3689,569287;3633,706018;3583,447736;3537,830204;3496,114046;3457,720435;3379,440485;3313,686618;3255,934463;3204,348318;3157,811963;3116,013032;3076,998541;3040,988166;3008,306972;2976,365179;2936,425727;2898,698827;2864,281041;2835,324454;2781,746512;2751,080454;2722,708036;2696,329093;2671,697654;2648,609761
United Arab Emirates;PV;optimistic;553,8133081;517,7733363;488,8003204;464,8090053;444,4908307;426,9763526;411,6616098;398,1118297;386,0047463;375,0955797;365,1945133;353,5057739;343,1605041;333,6885724;325,0069786;316,8156612;308,93248;301,7443555;294,9746808;288,6722835;282,6122881;276,3057039;270,1053044;264,3573663;260,340431;248,4774719;242,9249855;237,7838461;233,0044319;228,5451962;224,3710446
Angola;PV;optimistic;661,0029797;617,9875296;583,4068332;554,7720378;530,5213134;509,6169363;491,3380497;475,1657315;460,7153417;447,6947235;435,8773218;421,9262457;409,5786656;398,2734568;387,9115545;378,1348209;368,7258628;360,1464883;352,0665541;344,544338;337,3114402;329,7842268;322,38375;315,5233077;310,7289011;296,5698854;289,9427242;283,8065256;278,1020635;272,7797499;267,797698
Argentina;PV;optimistic;607,4081443;567,8804333;536,1035772;509,7905219;487,5060723;468,2966447;451,49983;436,6387809;423,3600442;411,3951518;400,5359178;387,71601;376,3695851;365,9810148;356,4592668;347,4752413;338,8291716;330,9454221;323,5206176;316,6083109;309,9618644;303,0449655;296,2445274;289,9403371;285,5346662;272,5236788;266,433855;260,795186;255,5532479;250,6624732;246,0843714
Austria;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Australia;PV;optimistic;771,7656439;721,5421992;681,1668996;647,733841;619,4194816;595,0122088;573,6703735;554,7880993;537,9162927;522,7138412;508,9162261;492,6274021;478,210768;465,0111729;452,9129518;441,4979546;430,5123602;420,4953608;411,0614916;402,278796;393,8338991;385,0453688;376,4048121;368,3947822;362,7969885;346,2653809;338,5277225;331,363296;324,702951;318,4887903;312,671908
Azerbaijan;PV;optimistic;786,0575986;734,9040902;693,7811;659,7289108;630,8902114;606,0309521;584,2938978;565,0619518;547,8777044;532,393726;518,3405996;501,7501307;487,066522;473,6224899;461,3002277;449,6738417;438,4848104;428,282311;418,6737406;409,7284025;401,1271187;392,1758378;383,3752708;375,216907;369,5154505;352,677702;344,7967536;337,4996526;330,7159679;324,3867301;318,4621278
Estonia;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Bangladesh;PV;optimistic;521,6564061;487,7090778;460,4183661;437,8200951;418,6816855;402,1841771;387,7586774;374,9956587;363,5915673;353,3158362;343,9896705;332,979632;323,2350553;314,3131068;306,1356055;298,419913;290,9944649;284,2237153;277,8471186;271,910667;266,2025422;260,2621468;254,4217705;249,0075836;245,2238897;234,0497476;228,8196637;223,9770421;219,4751422;215,2748299;211,3430484
Belgium;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Bulgaria;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Bahrain;PV;optimistic;553,8133081;517,7733363;488,8003204;464,8090053;444,4908307;426,9763526;411,6616098;398,1118297;386,0047463;375,0955797;365,1945133;353,5057739;343,1605041;333,6885724;325,0069786;316,8156612;308,93248;301,7443555;294,9746808;288,6722835;282,6122881;276,3057039;270,1053044;264,3573663;260,340431;248,4774719;242,9249855;237,7838461;233,0044319;228,5451962;224,3710446
Brunei darussalam;PV;optimistic;553,8133081;517,7733363;488,8003204;464,8090053;444,4908307;426,9763526;411,6616098;398,1118297;386,0047463;375,0955797;365,1945133;353,5057739;343,1605041;333,6885724;325,0069786;316,8156612;308,93248;301,7443555;294,9746808;288,6722835;282,6122881;276,3057039;270,1053044;264,3573663;260,340431;248,4774719;242,9249855;237,7838461;233,0044319;228,5451962;224,3710446
Bolivia;PV;optimistic;607,4081443;567,8804333;536,1035772;509,7905219;487,5060723;468,2966447;451,49983;436,6387809;423,3600442;411,3951518;400,5359178;387,71601;376,3695851;365,9810148;356,4592668;347,4752413;338,8291716;330,9454221;323,5206176;316,6083109;309,9618644;303,0449655;296,2445274;289,9403371;285,5346662;272,5236788;266,433855;260,795186;255,5532479;250,6624732;246,0843714
Brazil;PV;optimistic;607,4081443;567,8804333;536,1035772;509,7905219;487,5060723;468,2966447;451,49983;436,6387809;423,3600442;411,3951518;400,5359178;387,71601;376,3695851;365,9810148;356,4592668;347,4752413;338,8291716;330,9454221;323,5206176;316,6083109;309,9618644;303,0449655;296,2445274;289,9403371;285,5346662;272,5236788;266,433855;260,795186;255,5532479;250,6624732;246,0843714
Belarus;PV;optimistic;786,0575986;734,9040902;693,7811;659,7289108;630,8902114;606,0309521;584,2938978;565,0619518;547,8777044;532,393726;518,3405996;501,7501307;487,066522;473,6224899;461,3002277;449,6738417;438,4848104;428,282311;418,6737406;409,7284025;401,1271187;392,1758378;383,3752708;375,216907;369,5154505;352,677702;344,7967536;337,4996526;330,7159679;324,3867301;318,4621278
Canada;PV;optimistic;700,3058609;654,7327353;618,0958894;587,7584844;562,065825;539,9184849;520,5527455;503,4188301;488,1092278;474,3144107;461,7943526;447,013753;433,9319925;421,9545821;410,9765667;400,6185137;390,650104;381,5606045;373,0002418;365,0307587;357,3677968;349,3930193;341,5525142;334,2841536;329,2046742;314,203771;307,1825625;300,6815088;294,6378624;288,999087;283,7208049
Switzerland;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Chile;PV;optimistic;607,4081443;567,8804333;536,1035772;509,7905219;487,5060723;468,2966447;451,49983;436,6387809;423,3600442;411,3951518;400,5359178;387,71601;376,3695851;365,9810148;356,4592668;347,4752413;338,8291716;330,9454221;323,5206176;316,6083109;309,9618644;303,0449655;296,2445274;289,9403371;285,5346662;272,5236788;266,433855;260,795186;255,5532479;250,6624732;246,0843714
China;PV;optimistic;482,3535268;450,9638739;425,7293117;404,8336501;387,1371755;371,88263;358,543983;346,7425617;336,1976825;326,6961503;318,0726409;307,8921259;298,8817296;290,6319827;283,0705945;275,9362213;269,0702248;262,8096002;256,9134319;251,4242472;246,1461867;240,6533552;235,2530073;230,2467386;226,7481175;216,4158628;211,5798263;207,1020597;202,9393441;199,0554937;195,4199422
Colombia;PV;optimistic;607,4081443;567,8804333;536,1035772;509,7905219;487,5060723;468,2966447;451,49983;436,6387809;423,3600442;411,3951518;400,5359178;387,71601;376,3695851;365,9810148;356,4592668;347,4752413;338,8291716;330,9454221;323,5206176;316,6083109;309,9618644;303,0449655;296,2445274;289,9403371;285,5346662;272,5236788;266,433855;260,795186;255,5532479;250,6624732;246,0843714
Czech Republic;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Germany;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Denmark;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Dominican Republic;PV;optimistic;607,4081443;567,8804333;536,1035772;509,7905219;487,5060723;468,2966447;451,49983;436,6387809;423,3600442;411,3951518;400,5359178;387,71601;376,3695851;365,9810148;356,4592668;347,4752413;338,8291716;330,9454221;323,5206176;316,6083109;309,9618644;303,0449655;296,2445274;289,9403371;285,5346662;272,5236788;266,433855;260,795186;255,5532479;250,6624732;246,0843714
Algeria;PV;optimistic;553,8133081;517,7733363;488,8003204;464,8090053;444,4908307;426,9763526;411,6616098;398,1118297;386,0047463;375,0955797;365,1945133;353,5057739;343,1605041;333,6885724;325,0069786;316,8156612;308,93248;301,7443555;294,9746808;288,6722835;282,6122881;276,3057039;270,1053044;264,3573663;260,340431;248,4774719;242,9249855;237,7838461;233,0044319;228,5451962;224,3710446
Egypt;PV;optimistic;553,8133081;517,7733363;488,8003204;464,8090053;444,4908307;426,9763526;411,6616098;398,1118297;386,0047463;375,0955797;365,1945133;353,5057739;343,1605041;333,6885724;325,0069786;316,8156612;308,93248;301,7443555;294,9746808;288,6722835;282,6122881;276,3057039;270,1053044;264,3573663;260,340431;248,4774719;242,9249855;237,7838461;233,0044319;228,5451962;224,3710446
Spain;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
Finland;PV;optimistic;543,0943407;507,7519168;479,339669;455,8127019;435,8877823;418,7122941;403,6939656;390,4064394;378,5336866;367,8356652;358,1262324;346,6637266;336,5186878;327,2300838;318,7165209;310,6837451;302,9531417;295,9041421;289,2654934;283,085078;277,1423728;270,9578515;264,8774598;259,240772;255,3015839;243,6682304;238,2232115;233,1815781;228,4946687;224,1217408;220,0283792
